Organization Name,Emission Year,Facility Name,Source Name,Activity Type,Fuel Type,Fuel,End Use Sector,Technology,CO2e
California Department of Forestry and Fire Protection,2013,Butte Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,114.86678
California Department of Forestry and Fire Protection,2013,Butte Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,36.49159
California Department of General Services,2011,Lease#4476001,,SEM: Purchased Electricity - Scope 2,N\A,N\A,N\A,N\A,101.6299643
California Department of Forestry and Fire Protection,2013,CDF Leased Offices,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Duty Trucks,Model Years 1996-2011,113.0247
California Department of Forestry and Fire Protection,2013,CDF Leased Offices,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",659.97504
California Department of Forestry and Fire Protection,2013,CDF Leased Offices,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,424.82568
California Department of Forestry and Fire Protection,2013,CDF Leased Offices,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,7.28009
California Department of Forestry and Fire Protection,2013,Davis Equipment Facility,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),17.91855
California Department of Forestry and Fire Protection,2013,Davis Equipment Facility,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",69.73076
California Department of Forestry and Fire Protection,2013,Davis Equipment Facility,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,39.15401
California Department of Forestry and Fire Protection,2013,Davis Equipment Facility,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,18.87039
California Department of Forestry and Fire Protection,2013,Davis Equipment Facility,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,2.23917
California Department of Forestry and Fire Protection,2013,Fire Academy,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),219.45374
California Department of Forestry and Fire Protection,2013,Fire Academy,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",188.84024
California Department of Forestry and Fire Protection,2013,Fire Academy,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,301.61515
California Department of Forestry and Fire Protection,2013,Fire Academy,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,68.92206
California Department of Forestry and Fire Protection,2013,Fire Academy,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,26.23983
California Department of Forestry and Fire Protection,2013,Fresno-Kings Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),451.82313
California Department of Forestry and Fire Protection,2013,Fresno-Kings Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",308.31848
California Department of Forestry and Fire Protection,2013,Fresno-Kings Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,160.08637
California Department of Forestry and Fire Protection,2013,Fresno-Kings Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0
California Department of Forestry and Fire Protection,2013,Fresno-Kings Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,56.18722
California Department of Forestry and Fire Protection,2013,Humboldt-Del Norte Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",525.20204
California Department of Forestry and Fire Protection,2013,Humboldt-Del Norte Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),675.12604
California Department of Forestry and Fire Protection,2013,Humboldt-Del Norte Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,119.7288
California Department of Forestry and Fire Protection,2013,Humboldt-Del Norte Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,65.50957
California Department of Forestry and Fire Protection,2013,Humboldt-Del Norte Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,25.40325
California Department of Forestry and Fire Protection,2013,Lassen-Modoc Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",286.06996
California Department of Forestry and Fire Protection,2013,Lassen-Modoc Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),313.43679
California Department of Forestry and Fire Protection,2013,Lassen-Modoc Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,114.3849
California Department of Forestry and Fire Protection,2013,Lassen-Modoc Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,182.07541
California Department of Forestry and Fire Protection,2013,Lassen-Modoc Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,86.80907
California Department of Forestry and Fire Protection,2013,Madera-Mariposa-Merced Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),616.33686
California Department of Forestry and Fire Protection,2013,Madera-Mariposa-Merced Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",396.97892
California Department of Forestry and Fire Protection,2013,Madera-Mariposa-Merced Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,193.71713
California Department of Forestry and Fire Protection,2013,Madera-Mariposa-Merced Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,264.68812
California Department of Forestry and Fire Protection,2013,Madera-Mariposa-Merced Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0
California Department of Forestry and Fire Protection,2013,Mendocino Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),418.54874
California Department of Forestry and Fire Protection,2013,Mendocino Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",479.36166
California Department of Forestry and Fire Protection,2013,Mendocino Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,12.57139
California Department of Forestry and Fire Protection,2013,Mendocino Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,152.20115
California Department of Forestry and Fire Protection,2013,Nevada-Yuba-Placer Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),503.09775
California Department of Forestry and Fire Protection,2013,Nevada-Yuba-Placer Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",351.2
California Department of Forestry and Fire Protection,2013,Nevada-Yuba-Placer Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,144.3021
California Department of Forestry and Fire Protection,2013,Nevada-Yuba-Placer Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,107.04023
California Department of Forestry and Fire Protection,2013,Nevada-Yuba-Placer Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,32.36096
California Department of Forestry and Fire Protection,2013,Northern Region,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",344.41306
California Department of Forestry and Fire Protection,2013,Northern Region,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),8.14758
California Department of Forestry and Fire Protection,2013,Northern Region,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,104.04801
California Department of Forestry and Fire Protection,2013,Northern Region,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,1.06895
California Department of Forestry and Fire Protection,2013,Northern Region,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,29.70889
California Department of Forestry and Fire Protection,2013,Nurseries and Communications,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),2.39935
California Department of Forestry and Fire Protection,2013,Nurseries and Communications,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",1.74722
California Department of Forestry and Fire Protection,2013,Nurseries and Communications,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,32.7757
California Department of Forestry and Fire Protection,2013,Nurseries and Communications,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,0.61323
California Department of Forestry and Fire Protection,2013,Nurseries and Communications,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,3.15747
California Department of Forestry and Fire Protection,2013,Riverside Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),1305.40976
California Department of Forestry and Fire Protection,2013,Riverside Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Years 1987-1993)",636.69048
California Department of Forestry and Fire Protection,2013,Riverside Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,399.85378
California Department of Forestry and Fire Protection,2013,Riverside Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,35.62968
California Department of Forestry and Fire Protection,2013,Riverside Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,70.6709
California Department of Forestry and Fire Protection,2013,Sacramento Area Leased Facilities,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),119.47742
California Department of Forestry and Fire Protection,2013,Sacramento Area Leased Facilities,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)",Uncontrolled,659.97504
California Department of Forestry and Fire Protection,2013,Sacramento Area Leased Facilities,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,424.82568
California Department of Forestry and Fire Protection,2013,Sacramento Area Leased Facilities,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0
California Department of Forestry and Fire Protection,2013,Sacramento Area Leased Facilities,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,7.28009
California Department of Forestry and Fire Protection,2013,San Benito-Monterey Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),814.83968
California Department of Forestry and Fire Protection,2013,San Benito-Monterey Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",445.35672
California Department of Forestry and Fire Protection,2013,San Benito-Monterey Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,201.23062
California Department of Forestry and Fire Protection,2013,San Benito-Monterey Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,32.82383
California Department of Forestry and Fire Protection,2013,San Benito-Monterey Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,40.22053
California Department of Forestry and Fire Protection,2013,San Bernardino-Inyo Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),1003.78594
California Department of Forestry and Fire Protection,2013,San Bernardino-Inyo Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",720.24096
California Department of Forestry and Fire Protection,2013,San Bernardino-Inyo Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,198.39552
California Department of Forestry and Fire Protection,2013,San Bernardino-Inyo Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,78.49014
California Department of Forestry and Fire Protection,2013,San Bernardino-Inyo Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,15.73602
California Department of Forestry and Fire Protection,2013,San Diego Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",563.9833
California Department of Forestry and Fire Protection,2013,San Diego Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),893.5792
California Department of Forestry and Fire Protection,2013,San Diego Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,245.04682
California Department of Forestry and Fire Protection,2013,San Diego Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,93.55535
California Department of Forestry and Fire Protection,2013,San Diego Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,38.08096
California Department of Forestry and Fire Protection,2013,San Luis Obispo Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",462.34602
California Department of Forestry and Fire Protection,2013,San Luis Obispo Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),670.27629
California Department of Forestry and Fire Protection,2013,San Luis Obispo Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,290.96964
California Department of Forestry and Fire Protection,2013,San Luis Obispo Unit,Natural gas,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,83.8797
California Department of Forestry and Fire Protection,2013,San Luis Obispo Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,16.79934
California Department of Forestry and Fire Protection,2013,San Mateo-Santa Cruz Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",219.43854
California Department of Forestry and Fire Protection,2013,San Mateo-Santa Cruz Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),399.55814
California Department of Forestry and Fire Protection,2013,San Mateo-Santa Cruz Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,124.24614
California Department of Forestry and Fire Protection,2013,San Mateo-Santa Cruz Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,36.04039
California Department of Forestry and Fire Protection,2013,San Mateo-Santa Cruz Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0
California Department of Forestry and Fire Protection,2013,Santa Clara Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),756.58142
California Department of Forestry and Fire Protection,2013,Santa Clara Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",400.25386
California Department of Forestry and Fire Protection,2013,Santa Clara Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,177.52798
California Department of Forestry and Fire Protection,2013,Santa Clara Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,35.65219
California Department of Forestry and Fire Protection,2013,Santa Clara Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,14.9262
California Department of Forestry and Fire Protection,2013,Shasta-Trinity Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),788.87565
California Department of Forestry and Fire Protection,2013,Shasta-Trinity Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",801.93886
California Department of Forestry and Fire Protection,2013,Shasta-Trinity Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,223.33622
California Department of Forestry and Fire Protection,2013,Shasta-Trinity Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,22.84734
California Department of Forestry and Fire Protection,2013,Shasta-Trinity Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,68.53404
California Department of Forestry and Fire Protection,2013,Siskiyou Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",150.68236
California Department of Forestry and Fire Protection,2013,Siskiyou Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),209.8155
California Department of Forestry and Fire Protection,2013,Siskiyou Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,136.08381
California Department of Forestry and Fire Protection,2013,Siskiyou Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,139.91389
California Department of Forestry and Fire Protection,2013,Siskiyou Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0
California Department of Forestry and Fire Protection,2013,Sonoma-Lake-Napa Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),1121.42556
California Department of Forestry and Fire Protection,2013,Sonoma-Lake-Napa Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",693.11076
California Department of Forestry and Fire Protection,2013,Sonoma-Lake-Napa Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,295.57125
California Department of Forestry and Fire Protection,2013,Sonoma-Lake-Napa Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,88.02102
California Department of Forestry and Fire Protection,2013,Sonoma-Lake-Napa Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,79.31023
California Department of Forestry and Fire Protection,2013,Southern Region,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),9.97517
California Department of Forestry and Fire Protection,2013,Southern Region,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",534.8776
California Department of Forestry and Fire Protection,2013,Southern Region,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,249.19136
California Department of Forestry and Fire Protection,2013,Southern Region,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,406.69655
California Department of Forestry and Fire Protection,2013,Southern Region,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,0.52322
California Department of Forestry and Fire Protection,2013,Tehama-Glenn Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),245.61176
California Department of Forestry and Fire Protection,2013,Tehama-Glenn Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",182.26402
California Department of Forestry and Fire Protection,2013,Tehama-Glenn Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,115.99304
California Department of Forestry and Fire Protection,2013,Tehama-Glenn Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,26.0823
California Department of Forestry and Fire Protection,2013,Tehama-Glenn Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,36.25239
California Department of Forestry and Fire Protection,2013,Tulare Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),565.18476
California Department of Forestry and Fire Protection,2013,Tulare Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",456.62146
California Department of Forestry and Fire Protection,2013,Tulare Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,48.77063
California Department of Forestry and Fire Protection,2013,Tulare Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,21.03012
California Department of Forestry and Fire Protection,2013,Tuolumne-Calaveras Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",405.17066
California Department of Forestry and Fire Protection,2013,Tuolumne-Calaveras Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),649.18243
California Department of Forestry and Fire Protection,2013,Tuolumne-Calaveras Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,94.59406
California Department of Forestry and Fire Protection,2013,Tuolumne-Calaveras Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,105.14499
California Department of Forestry and Fire Protection,2013,Tuolumne-Calaveras Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,7.18669
California Department of Forestry and Fire Protection,2014,Amador-Eldorado Unit,Motor gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",855.42662
California Department of Forestry and Fire Protection,2014,Amador-Eldorado Unit,Diesel fuel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),914.66285
California Department of Forestry and Fire Protection,2014,Amador-Eldorado Unit,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,151.950734
California Department of Forestry and Fire Protection,2014,Amador-Eldorado Unit,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,0.058027068
California Department of Forestry and Fire Protection,2014,Amador-Eldorado Unit,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,56.58244792
California Department of Forestry and Fire Protection,2014,Aviation Gas,Jet Fuel,Mobile Combustion - Scope 1,Aircraft Fuel,Jet Fuel (Jet A or A-1),Aircraft,Unspecified Technology,9622.34325
California Department of Forestry and Fire Protection,2014,Aviation Gas,Aviation Gas,Mobile Combustion - Scope 1,Aircraft Fuel,Aviation Gasoline,Aircraft,Unspecified Technology,11.8720257
California Department of Forestry and Fire Protection,2014,Butte Unit,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2011)",425.51392
